n_trivially_balanced,n_trivial_pairs,n_concordance_modules,n_unbounded_pairs,validation_passed,concordance_tolerance,n_total_optimizations,n_other_error_pairs,n_balanced,n_numerical_error_pairs,balanced_threshold,cv_epsilon,n_metabolites,batch_size,n_concordant_inferred,sample_size,n_trivially_balanced_complexes,n_candidate_pairs,n_burnin,n_resource_limit_pairs,use_unidirectional_constraints,filename,batches_completed,elapsed_time,n_balanced_complexes,n_trivially_concordant,n_complexes,batch_results_concordant_count,model_name,use_transitivity,cv_threshold,n_balanced_total,n_concordant_found,n_infeasible_pairs,n_workers,n_non_concordant_pairs,n_timeout_pairs,n_infeasible_or_unbounded_pairs,objective_bound,n_candidates_skipped_by_transitivity,min_valid_samples,n_concordant_opt,n_reactions,seed,n_chains,n_concordant_total,id,old_species_id,Species name,Common synonym,Major clade,Family,Genus,Strain sequenced,NRRL,CBS,JCM,Other collection/strain ID,Genome accession,Resouce,Strain status,Type species,No. contigs/scaffolds,No. genes,Coverage,Assembly size,N50,GC%,Heterozygosity,CUG usage,BUSCO Complete,BUSCO Duplicated,BUSCO Fragmented,BUSCO Missing,Reference,Note
99,667,445,0,True,0.01,3238,18,103,0,1e-08,1e-16,1428,100000,6087,1000,99,1509,50,0,False,kinetic_results_yHMPu5000034597_Candida_stellimalicola_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,139.0353569984436,103,667,3889,701,yHMPu5000034597_Candida_stellimalicola,True,0.01,103,6121,0,63,808,0,0,none,90,10,701,3380,42,1,6788,252.0,yHMPu5000034597_Candida_stellimalicola,Candida stellimalicola,,Phaffomycetaceae,Phaffomycetaceae,Candida,NRRL Y-17912,Y-17912,7853.0,3546.0,,PPIC00000000,Y1000+,Type,No,276.0,5226.0,64.16108333333334,10814520.0,241483.0,42.47,2e-06,Leu,1661.0,6.0,67.0,25.0,This study,
93,730,496,0,True,0.01,3454,20,94,0,1e-08,1e-16,1516,100000,6513,1000,93,1585,50,0,False,kinetic_results_yHMPu5000034604_Sporopachydermia_lactativora_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,150.39559721946716,94,730,4124,750,yHMPu5000034604_Sporopachydermia_lactativora,True,0.01,94,6533,0,63,835,0,0,none,52,10,750,3589,42,1,7263,55.0,yHMPu5000034604_Sporopachydermia_lactativora,Sporopachydermia lactativora,,Sporopachydermia,Saccharomycetales incertae sedis,Sporopachydermia,NRRL Y-11591,Y-11591,6192.0,9485.0,,PPID00000000,Y1000+,Type,Yes,1572.0,6204.0,120.81304166666666,16533064.0,94997.0,44.4,2.1e-05,Leu,1574.0,19.0,124.0,42.0,This study,
98,689,484,0,True,0.01,3532,14,100,0,1e-08,1e-16,1451,100000,6337,1000,98,1563,50,0,False,kinetic_results_yHMPu5000034605_Spencermartinsiella_europaea_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,142.37339806556702,100,689,3964,637,yHMPu5000034605_Spencermartinsiella_europaea,True,0.01,100,6285,0,63,926,0,0,none,55,10,637,3446,42,1,6974,52.0,yHMPu5000034605_Spencermartinsiella_europaea,Spencermartinsiella europaea,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Spencermartinsiella,NRRL Y-48265,Y-48265,11730.0,,,PPIE00000000,Y1000+,Type,Yes,363.0,6401.0,71.85779166666667,14643834.0,347462.0,46.31,6e-06,Leu,1655.0,16.0,72.0,16.0,This study,
103,756,495,0,True,0.01,4248,40,109,0,1e-08,1e-16,1564,100000,6712,1000,103,1975,50,0,False,kinetic_results_yHMPu5000034606_Priceomyces_medius_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,166.5313539505005,109,756,4176,851,yHMPu5000034606_Priceomyces_medius,True,0.01,109,6807,2,63,1124,0,0,none,50,10,851,3597,42,1,7563,215.0,yHMPu5000034606_Priceomyces_medius,Priceomyces medius,,CUG-Ser1,Debaryomycetaceae,Priceomyces,NRRL Y-7122,Y-7122,5521.0,10737.0,,PPIF00000000,Y1000+,Type,No,176.0,5280.0,55.63270833333333,11052730.0,970097.0,36.84,3e-06,Ser,1699.0,6.0,43.0,11.0,This study,
102,798,559,0,True,0.01,4748,47,103,0,1e-08,1e-16,1640,100000,6736,1000,102,2154,50,0,False,kinetic_results_yHMPu5000034607_Saccharomycopsis_capsularis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.66181707382202,103,798,4391,826,yHMPu5000034607_Saccharomycopsis_capsularis,True,0.01,103,6764,0,63,1328,0,0,none,99,10,826,3793,42,1,7562,219.0,yHMPu5000034607_Saccharomycopsis_capsularis,Saccharomycopsis capsularis,,CUG-Ser2,Saccharomycopsidaceae,Saccharomycopsis,NRRL Y-17639,Y-17639,2519.0,,,PPIG00000000,Y1000+,Type,Yes,1346.0,6736.0,118.79354166666667,17530741.0,290682.0,44.28,8e-06,Ser,1585.0,36.0,88.0,50.0,"This study; Krassowski T, et al. Evolutionary Instability of CUG-Leu in the Genetic Code of Budding Yeasts. Nat. Commun. 9, 1887 (2018).",
102,736,530,0,True,0.01,4062,16,106,0,1e-08,1e-16,1403,100000,6328,1000,102,1809,50,0,False,kinetic_results_yHMPu5000034610_Saturnispora_hagleri_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,126.96249198913574,106,736,3465,790,yHMPu5000034610_Saturnispora_hagleri,True,0.01,106,6382,0,63,1019,0,0,none,109,10,790,2976,42,1,7118,115.0,yHMPu5000034610_Saturnispora_hagleri,Saturnispora hagleri,,Pichiaceae,Pichiaceae,Saturnispora,NRRL Y-27828,Y-27828,,,,PPIH00000000,Y1000+,Type,No,336.0,5018.0,93.646875,10223651.0,292512.0,37.35,1.7e-05,Leu,1484.0,6.0,103.0,166.0,This study,
100,745,523,0,True,0.01,4044,22,104,0,1e-08,1e-16,1478,100000,6369,1000,100,1813,50,0,False,kinetic_results_yHMPu5000034611_Saturnispora_mendoncae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,142.44728708267212,104,745,3817,809,yHMPu5000034611_Saturnispora_mendoncae,True,0.01,104,6433,0,63,1004,0,0,none,78,10,809,3370,42,1,7178,114.0,yHMPu5000034611_Saturnispora_mendoncae,Saturnispora mendoncae,,Pichiaceae,Pichiaceae,Saturnispora,NRRL Y-11515,Y-11515,5620.0,,,PPII00000000,Y1000+,Type,No,669.0,4657.0,75.854125,9008340.0,282536.0,32.78,0.000576,Leu,1418.0,6.0,138.0,197.0,This study,
99,734,476,0,True,0.01,4168,28,103,0,1e-08,1e-16,1463,100000,6797,1000,99,1943,50,0,False,kinetic_results_yHMPu5000034612_Saturnispora_saitoi_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,141.2582609653473,103,734,3783,805,yHMPu5000034612_Saturnispora_saitoi,True,0.01,103,6868,0,63,1138,0,0,none,95,10,805,3352,42,1,7602,113.0,yHMPu5000034612_Saturnispora_saitoi,Saturnispora saitoi,,Pichiaceae,Pichiaceae,Saturnispora,NRRL Y-6671,Y-6671,4910.0,1793.0,,PPIJ00000000,Y1000+,Type,No,312.0,4910.0,39.95675,9822062.0,531724.0,31.5,6e-06,Leu,1486.0,3.0,107.0,163.0,This study,
94,705,485,0,True,0.01,3722,32,98,0,1e-08,1e-16,1429,100000,5655,1000,94,1728,50,0,False,kinetic_results_yHMPu5000034613_Saturnispora_serradocipensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,138.0142788887024,98,705,3731,682,yHMPu5000034613_Saturnispora_serradocipensis,True,0.01,98,5632,0,63,1046,0,0,none,100,10,682,3288,42,1,6337,112.0,yHMPu5000034613_Saturnispora_serradocipensis,Saturnispora serradocipensis,,Pichiaceae,Pichiaceae,Saturnispora,NRRL Y-48717,Y-48717,11756.0,,,PPIK00000000,Y1000+,Type,No,645.0,5005.0,23.934208333333334,10212926.0,187244.0,37.12,7e-06,Leu,1471.0,6.0,112.0,170.0,This study,
98,729,470,0,True,0.01,4110,37,102,0,1e-08,1e-16,1452,100000,7020,1000,98,1919,50,0,False,kinetic_results_yHMPu5000034614_Saturnispora_silvae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,167.0913360118866,102,729,3774,815,yHMPu5000034614_Saturnispora_silvae,True,0.01,102,7106,1,63,1104,0,0,none,81,10,815,3335,42,1,7835,111.0,yHMPu5000034614_Saturnispora_silvae,Saturnispora silvae,,Pichiaceae,Pichiaceae,Saturnispora,NRRL Y-6725,Y-6725,5498.0,6352.0,,PPIL00000000,Y1000+,Type,No,300.0,4587.0,24.404291666666666,9258257.0,337546.0,42.25,2e-06,Leu,1457.0,5.0,105.0,192.0,This study,
101,725,573,0,True,0.01,4512,24,113,0,1e-08,1e-16,1468,100000,6266,1000,101,1927,50,0,False,kinetic_results_yHMPu5000034615_Saturnispora_zaruensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,143.56571006774902,113,725,3809,862,yHMPu5000034615_Saturnispora_zaruensis,True,0.01,113,6403,0,63,1065,0,0,none,63,10,862,3365,42,1,7128,110.0,yHMPu5000034615_Saturnispora_zaruensis,Saturnispora zaruensis,,Pichiaceae,Pichiaceae,Saturnispora,NRRL Y-7008,Y-7008,5799.0,1515.0,,PPIM00000000,Y1000+,Type,No,391.0,5023.0,119.41595833333334,9812301.0,1115028.0,37.82,1.1e-05,Leu,1491.0,2.0,114.0,152.0,This study,
99,732,534,0,True,0.01,3884,25,103,0,1e-08,1e-16,1503,100000,6198,1000,99,1706,50,0,False,kinetic_results_yHMPu5000034622_Pichia_occidentalis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,150.0906798839569,103,732,4045,842,yHMPu5000034622_Pichia_occidentalis,True,0.01,103,6308,0,63,864,0,0,none,58,10,842,3506,42,1,7040,109.0,yHMPu5000034622_Pichia_occidentalis,Pichia occidentalis,,Pichiaceae,Pichiaceae,Pichia,NRRL Y-7552,Y-7552,5459.0,1711.0,,PPIN00000000,Y1000+,Type,No,880.0,5456.0,41.929458333333336,11933971.0,167276.0,40.11,6.5e-05,Leu,1551.0,10.0,97.0,101.0,This study,
95,682,460,0,True,0.01,3650,16,100,0,1e-08,1e-16,1403,100000,6310,1000,95,1683,50,0,False,kinetic_results_yHMPu5000034623_Pichia_norvegensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,137.04588294029236,100,682,3792,745,yHMPu5000034623_Pichia_norvegensis,True,0.01,100,6373,0,63,938,0,0,none,66,10,745,3280,42,1,7055,108.0,yHMPu5000034623_Pichia_norvegensis,Pichia norvegensis,,Pichiaceae,Pichiaceae,Pichia,NRRL Y-7687,Y-7687,6564.0,,,PPIO00000000,Y1000+,Type,No,856.0,5054.0,106.70554166666666,10154755.0,138389.0,35.9,0.003352,Leu,1482.0,27.0,112.0,138.0,This study,
91,638,479,0,True,0.01,5172,38,96,0,1e-08,1e-16,1302,100000,6270,1000,91,2203,50,0,False,kinetic_results_yHMPu5000034624_Pichia_nakasei_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,125.29489707946776,96,638,3423,946,yHMPu5000034624_Pichia_nakasei,True,0.01,96,6578,0,63,1257,0,0,none,83,10,946,3006,42,1,7216,107.0,yHMPu5000034624_Pichia_nakasei,Pichia nakasei,,Pichiaceae,Pichiaceae,Pichia,NRRL Y-7686,Y-7686,5141.0,1699.0,,PPIP00000000,Y1000+,Type,No,347.0,4358.0,147.68620833333333,10374776.0,350369.0,33.27,0.000116,Leu,1479.0,5.0,111.0,164.0,This study,
91,708,536,0,True,0.01,5002,41,92,0,1e-08,1e-16,1439,100000,7259,1000,91,2153,50,0,False,kinetic_results_yHMPu5000034625_Pichia_kudriavzevii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,147.19744992256165,92,708,3773,874,yHMPu5000034625_Pichia_kudriavzevii,True,0.01,92,7425,0,63,1279,0,0,none,51,10,874,3307,42,1,8133,106.0,yHMPu5000034625_Pichia_kudriavzevii,Pichia kudriavzevii,,Pichiaceae,Pichiaceae,Pichia,NRRL Y-5396,Y-5396,5147.0,1710.0,,PPIQ00000000,Y1000+,Type,No,1082.0,5217.0,71.92320833333333,11519810.0,165951.0,38.26,0.001856,Leu,1498.0,27.0,105.0,129.0,This study,
99,691,558,0,True,0.01,3884,20,103,0,1e-08,1e-16,1421,100000,5559,1000,99,1617,50,0,False,kinetic_results_yHMPu5000034627_Pichia_heedii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,159.6310179233551,103,691,3736,693,yHMPu5000034627_Pichia_heedii,True,0.01,103,5561,0,63,924,0,0,none,65,10,693,3311,42,1,6252,105.0,yHMPu5000034627_Pichia_heedii,Pichia heedii,,Pichiaceae,Pichiaceae,Pichia,NRRL Y-10967,Y-10967,6930.0,1833.0,,PPIR00000000,Y1000+,Type,No,1086.0,5208.0,25.818083333333334,10652863.0,112988.0,30.17,1.8e-05,Leu,1507.0,6.0,100.0,146.0,This study,
92,639,465,0,True,0.01,4788,21,96,0,1e-08,1e-16,1329,100000,6689,1000,92,2189,50,0,False,kinetic_results_yHMPu5000034629_Pichia_exigua_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,142.06424117088318,96,639,3509,879,yHMPu5000034629_Pichia_exigua,True,0.01,96,6929,0,63,1310,0,0,none,98,10,879,3088,42,1,7568,104.0,yHMPu5000034629_Pichia_exigua,Pichia exigua,,Pichiaceae,Pichiaceae,Pichia,NRRL Y-10920,Y-10920,6836.0,1829.0,,PPIS00000000,Y1000+,Type,No,1055.0,5064.0,40.707541666666664,11039527.0,199888.0,31.03,9e-06,Leu,1518.0,6.0,94.0,141.0,This study,
97,796,606,0,True,0.01,5398,34,98,0,1e-08,1e-16,1541,100000,7352,1000,97,2360,50,0,False,kinetic_results_yHMPu5000034631_Martiniozyma_abiesophila_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,155.7380449771881,98,796,3964,1018,yHMPu5000034631_Martiniozyma_abiesophila,True,0.01,98,7574,0,63,1342,0,0,none,71,10,1018,3465,42,1,8370,103.0,yHMPu5000034631_Martiniozyma_abiesophila,Martiniozyma abiesophila,,Pichiaceae,Pichiaceae,Martiniozyma,NRRL Y-11514,Y-11514,5366.0,,,PPIT00000000,Y1000+,Type,Yes,11816.0,12589.0,25.88,14467199.0,16452.0,28.62,Unknown,Leu,1110.0,21.0,377.0,251.0,This study,
93,737,556,0,True,0.01,4796,34,97,0,1e-08,1e-16,1475,100000,7019,1000,93,2065,50,0,False,kinetic_results_yHMPu5000034632_Candida_athensensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,147.64408493041992,97,737,3853,935,yHMPu5000034632_Candida_athensensis,True,0.01,97,7217,0,63,1130,0,0,none,104,10,935,3378,42,1,7954,214.0,yHMPu5000034632_Candida_athensensis,Candida athensensis,,CUG-Ser1,Debaryomycetaceae,Candida,NRRL Y-27644,Y-27644,9840.0,,,PPIU00000000,Y1000+,Type,No,42.0,4611.0,26.336708333333334,9658105.0,843707.0,45.52,0,Ser,1692.0,6.0,53.0,8.0,This study,
93,688,429,0,True,0.01,3350,14,97,0,1e-08,1e-16,1396,100000,6099,1000,93,1570,50,0,False,kinetic_results_yHMPu5000034635_Nadsonia_fulvescens_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,132.2975368499756,97,688,3682,596,yHMPu5000034635_Nadsonia_fulvescens,True,0.01,97,6007,0,63,974,0,0,none,94,10,596,3253,42,1,6695,51.0,yHMPu5000034635_Nadsonia_fulvescens,Nadsonia fulvescens var. fulvescens,,Dipodascaceae/Trichomonascaceae,Dipodascaceae,Nadsonia,NRRL Y-12810,Y-12810,2596.0,9992.0,,PPIV00000000,Y1000+,Type,Yes,14721.0,7096.0,226.20433333333332,13808416.0,202570.0,39.46,1.3e-05,Leu,1555.0,70.0,96.0,38.0,This study,
100,849,590,0,True,0.01,5174,30,101,0,1e-08,1e-16,1606,100000,6885,1000,100,2371,50,0,False,kinetic_results_yHMPu5000034636_Ogataea_nitratoaversa_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,167.6810908317566,101,849,4229,862,yHMPu5000034636_Ogataea_nitratoaversa,True,0.01,101,6898,0,63,1509,0,0,none,60,10,862,3665,42,1,7747,102.0,yHMPu5000034636_Ogataea_nitratoaversa,Ogataea nitratoaversa,,Pichiaceae,Pichiaceae,Ogataea,NRRL Y-48449,Y-48449,10796.0,,,PPIW00000000,Y1000+,Type,No,910.0,5880.0,40.47991666666667,14178250.0,184342.0,34.72,2e-06,Leu,1638.0,10.0,69.0,42.0,This study,
100,766,514,0,True,0.01,3852,8,104,0,1e-08,1e-16,1498,100000,6249,1000,100,1814,50,0,False,kinetic_results_yHMPu5000034637_Ogataea_populiabae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,175.74509501457214,104,766,3956,657,yHMPu5000034637_Ogataea_populiabae,True,0.01,104,6140,0,63,1157,0,0,none,57,10,657,3436,42,1,6906,101.0,yHMPu5000034637_Ogataea_populiabae,Ogataea populialbae,,Pichiaceae,Pichiaceae,Ogataea,NRRL Y-48632,Y-48632,11363.0,,,PPIX00000000,Y1000+,Type,No,366.0,5489.0,27.075416666666666,11757698.0,745218.0,42.23,1.2e-05,Leu,1623.0,9.0,82.0,45.0,This study,
97,739,593,0,True,0.01,4692,41,101,0,1e-08,1e-16,1543,100000,6404,1000,97,2016,50,0,False,kinetic_results_yHMPu5000034643_Candida_schatavii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.06520700454712,101,739,4175,895,yHMPu5000034643_Candida_schatavii,True,0.01,101,6560,0,63,1121,0,0,none,75,10,895,3605,42,1,7299,213.0,yHMPu5000034643_Candida_schatavii,Candida schatavii,,CUG-Ser1,Debaryomycetaceae,Candida,NRRL Y-17078,Y-17078,6452.0,1778.0,,PPIY00000000,Y1000+,Type,No,234.0,5660.0,80.72858333333333,13722773.0,327639.0,46.5,1e-06,Ser,1671.0,14.0,68.0,6.0,This study,
94,686,552,0,True,0.01,4506,32,95,0,1e-08,1e-16,1425,100000,5952,1000,94,1871,50,0,False,kinetic_results_yHMPu5000034646_Wickerhamiella_cacticola_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,143.72665810585022,95,686,3884,712,yHMPu5000034646_Wickerhamiella_cacticola,True,0.01,95,5978,0,63,1159,0,0,none,107,10,712,3358,42,1,6664,50.0,yHMPu5000034646_Wickerhamiella_cacticola,Wickerhamiella cacticola,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Wickerhamiella,NRRL Y-27362,Y-27362,8454.0,,,PPIZ00000000,Y1000+,Type,No,1891.0,5846.0,125.385375,12552684.0,215228.0,48.24,1.6e-05,Leu,1437.0,20.0,143.0,159.0,This study,
99,787,590,0,True,0.01,4760,43,103,0,1e-08,1e-16,1584,100000,7036,1000,99,2118,50,0,False,kinetic_results_yHMPu5000034648_Candida_restingae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,171.16344809532166,103,787,4232,929,yHMPu5000034648_Candida_restingae,True,0.01,103,7178,0,63,1189,0,0,none,87,10,929,3670,42,1,7965,212.0,yHMPu5000034648_Candida_restingae,Candida restingae,,CUG-Ser1,Metschnikowiaceae,Candida,NRRL Y-27358,Y-27358,8493.0,,,PPJA00000000,Y1000+,Type,No,250.0,5371.0,65.66695833333333,13949930.0,597890.0,44.03,3e-06,Ser,1696.0,10.0,44.0,9.0,This study,
109,801,554,0,True,0.01,4734,37,113,0,1e-08,1e-16,1636,100000,6856,1000,109,2146,50,0,False,kinetic_results_yHMPu5000034654_Aciculoconidium_aculeatum_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,175.99762392044067,113,801,4372,878,yHMPu5000034654_Aciculoconidium_aculeatum,True,0.01,113,6933,0,63,1268,0,0,none,100,10,878,3763,42,1,7734,211.0,yHMPu5000034654_Aciculoconidium_aculeatum,Aciculoconidium aculeatum,,CUG-Ser1,Metschnikowiaceae,Aciculoconidium,NRRL YB-4298,YB-4298,5578.0,13354.0,,PPJB00000000,Y1000+,Type,Yes,1065.0,7084.0,136.72670833333333,18151909.0,218239.0,37.86,2.2e-05,Ser,1669.0,6.0,66.0,18.0,This study,
92,700,579,0,True,0.01,4104,20,94,0,1e-08,1e-16,1400,100000,5709,1000,92,1691,50,0,False,kinetic_results_yHMPu5000034655_Botryozyma_nematodophila_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,157.21586203575134,94,700,3672,619,yHMPu5000034655_Botryozyma_nematodophila,True,0.01,94,5628,0,63,1072,0,0,none,56,10,619,3278,42,1,6328,15.0,yHMPu5000034655_Botryozyma_nematodophila,Botryozyma nematodophila,,Trigonopsidaceae,Trigonopsidaceae,Botryozyma,NRRL Y-17705,Y-17705,7426.0,,,PPJC00000000,Y1000+,Type,Yes,28196.0,11043.0,16.63,16251329.0,2738.0,28.11,1e-06,Leu,906.0,1.0,526.0,326.0,This study,
99,719,800,0,True,0.01,15852,87,101,0,1e-08,1e-16,1482,100000,6326,1000,99,7344,50,0,False,kinetic_results_yHMPu5000034660_Diddensiella_caesifluorescens_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,197.1243600845337,101,719,4019,2826,yHMPu5000034660_Diddensiella_caesifluorescens,True,0.01,101,8433,0,63,4518,0,0,none,540,10,2826,3520,42,1,9152,49.0,yHMPu5000034660_Diddensiella_caesifluorescens,Diddensiella caesifluorescens,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Diddensiella,NRRL Y-48781,Y-48781,12613.0,,,PPJD00000000,Y1000+,Type,Yes,355.0,6246.0,90.500125,11981518.0,663820.0,44.64,2.7e-05,Leu,1650.0,14.0,79.0,16.0,This study,
102,760,613,0,True,0.01,4502,36,105,0,1e-08,1e-16,1555,100000,6495,1000,102,1892,50,0,False,kinetic_results_yHMPu5000034661_Dipodascus_albidus_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.0278239250183,105,760,4184,844,yHMPu5000034661_Dipodascus_albidus,True,0.01,105,6579,0,63,1048,0,0,none,101,10,844,3654,42,1,7339,48.0,yHMPu5000034661_Dipodascus_albidus,Dipodascus albidus,,Dipodascaceae/Trichomonascaceae,Dipodascaceae,Dipodascus,NRRL Y-12859,Y-12859,766.85,5297.0,,PPJE00000000,Y1000+,Type,Yes,725.0,7267.0,58.121916666666664,16126720.0,161660.0,35.81,1e-06,Leu,1534.0,99.0,75.0,51.0,This study,
95,759,549,0,True,0.01,4596,28,100,0,1e-08,1e-16,1566,100000,6397,1000,95,2031,50,0,False,kinetic_results_yHMPu5000034665_Kodamaea_laetipori_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,166.6891269683838,100,759,4217,922,yHMPu5000034665_Kodamaea_laetipori,True,0.01,100,6560,0,63,1109,0,0,none,55,10,922,3654,42,1,7319,210.0,yHMPu5000034665_Kodamaea_laetipori,Kodamaea laetipori,,CUG-Ser1,Metschnikowiaceae,Kodamaea,NRRL Y-27713,Y-27713,9884.0,,,PPJF00000000,Y1000+,Type,No,145.0,6050.0,62.462208333333336,15027331.0,873225.0,40.27,9e-06,Ser,1692.0,10.0,45.0,12.0,This study,
101,737,583,0,True,0.01,4120,22,102,0,1e-08,1e-16,1529,100000,6128,1000,101,1765,50,0,False,kinetic_results_yHMPu5000034667_Blastobotrys_serpentis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,159.6210458278656,102,737,4147,801,yHMPu5000034667_Blastobotrys_serpentis,True,0.01,102,6192,0,63,964,0,0,none,105,10,801,3619,42,1,6929,47.0,yHMPu5000034667_Blastobotrys_serpentis,Blastobotrys serpentis,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Blastobotrys,NRRL Y-48249,Y-48249,,,,PPJG00000000,Y1000+,Type,No,847.0,6716.0,92.17870833333333,13736849.0,221797.0,42.09,1.2e-05,Leu,1665.0,17.0,58.0,19.0,This study,
102,725,504,0,True,0.01,3576,24,104,0,1e-08,1e-16,1520,100000,6102,1000,102,1619,50,0,False,kinetic_results_yHMPu5000034669_Blastobotrys_raffinofermentans_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,181.00894808769223,104,725,4147,644,yHMPu5000034669_Blastobotrys_raffinofermentans,True,0.01,104,6021,0,63,975,0,0,none,55,10,644,3608,42,1,6746,46.0,yHMPu5000034669_Blastobotrys_raffinofermentans,Blastobotrys raffinosifermentans,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Blastobotrys,NRRL Y-27150,Y-27150,6800.0,,,PPJH00000000,Y1000+,Type,No,61.0,6242.0,32.410583333333335,12452755.0,677989.0,48.22,0,Leu,1659.0,16.0,70.0,14.0,This study,
99,726,546,0,True,0.01,3896,24,101,0,1e-08,1e-16,1497,100000,6482,1000,99,1678,50,0,False,kinetic_results_yHMPu5000034670_Blastobotrys_proliferans_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,153.06949996948242,101,726,4063,759,yHMPu5000034670_Blastobotrys_proliferans,True,0.01,101,6515,0,63,919,0,0,none,67,10,759,3544,42,1,7241,45.0,yHMPu5000034670_Blastobotrys_proliferans,Blastobotrys proliferans,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Blastobotrys,NRRL Y-17577,Y-17577,,2928.0,,PPJI00000000,Y1000+,Type,No,479.0,7445.0,28.007833333333334,14648099.0,172408.0,44.56,2e-06,Leu,1670.0,10.0,61.0,18.0,This study,
102,739,558,0,True,0.01,3712,22,103,0,1e-08,1e-16,1540,100000,6270,1000,102,1643,50,0,False,kinetic_results_yHMPu5000034671_Blastobotrys_peoriensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,157.26430106163025,103,739,4182,744,yHMPu5000034671_Blastobotrys_peoriensis,True,0.01,103,6275,0,63,899,0,0,none,93,10,744,3649,42,1,7014,44.0,yHMPu5000034671_Blastobotrys_peoriensis,Blastobotrys peoriensis,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Blastobotrys,NRRL YB-2290,YB-2290,10340.0,,,PPJJ00000000,Y1000+,Type,No,888.0,6289.0,23.251291666666667,14110558.0,128293.0,51.84,0,Leu,1645.0,14.0,87.0,13.0,This study,
101,705,585,0,True,0.01,4306,23,103,0,1e-08,1e-16,1483,100000,5732,1000,101,1765,50,0,False,kinetic_results_yHMPu5000034673_Blastobotrys_nivea_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,152.13554906845093,103,705,4061,757,yHMPu5000034673_Blastobotrys_nivea,True,0.01,103,5784,0,63,1008,0,0,none,119,10,757,3547,42,1,6489,43.0,yHMPu5000034673_Blastobotrys_nivea,Blastobotrys nivea,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Blastobotrys,NRRL Y-17581,Y-17581,,2933.0,,PPJK00000000,Y1000+,Type,Yes,7527.0,9671.0,14.63,15237305.0,3421.0,43.61,0,Leu,1041.0,3.0,446.0,269.0,This study,
